ID,DEMOG_AGE,DEMOG_REGION,DEMOG_ETHNICITY,DEMOG_RELIGION,RESPONDENT_WEIGHT,DEMOG_SOCIAL_GRADE,HEALTH_VULNERABILITY,PRIVATE_NON_CONTACT,PRIVATE_CONTACT,PUBLIC_NON_CONTACT,PUBLIC_CONTACT
2795,55-64,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.253234841,Semi or unskilled manual worker,0,1.253234841,1.253234841,0,0
2796,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.351642546,0,1.351642546,0
2797,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.351642546,0,1.351642546,0
2798,65+,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.983743032,Skilled manual worker,1.983743032,1.983743032,0,0,0
2799,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.952103799,Semi or unskilled manual worker,0,0,0,0,0
2800,55-64,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.915209751,Semi or unskilled manual worker,0,0,0,0,0
2801,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.044400644,Semi or unskilled manual worker,1.044400644,1.044400644,0,0,0
2802,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.26619514,Skilled manual worker,1.26619514,0,0,0,0
2803,65+,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.854954644,Skilled manual worker,0,0,0,0,0
2804,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Other,1.670760764,Skilled manual worker,1.670760764,1.670760764,1.670760764,0,0
2805,55-64,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.10956858,Skilled manual worker,0,1.10956858,1.10956858,1.10956858,1.10956858
2806,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.378100076,Semi or unskilled manual worker,1.378100076,0,0,0,0
2807,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.044400644,Unemployed (for over 6 months) or not working due to long term sickness,1.044400644,0,0,0,0
2808,65+,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.530029427,Retired and living on state pension only,0,0,0,0,0
2809,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.044400644,Unemployed (for over 6 months) or not working due to long term sickness,1.044400644,0,0,0,0
2810,65+,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.695455199,Semi or unskilled manual worker,0,0,0,0,0
2811,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.591708161,Retired and living on state pension only,1.591708161,0,0,0,0
2812,45-54,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.118545852,Unemployed (for over 6 months) or not working due to long term sickness,1.118545852,0,0,0,0
2813,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.673824156,Intermediate managerial/ professional/ administrative,0.673824156,0,0,0,0
2814,18-24,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Jewish,0.695117668,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.695117668,0.695117668
2815,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.154297644,Skilled manual worker,0,1.154297644,0,1.154297644,0
2816,65+,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.222082167,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2817,18-24,Scotland,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Atheist or agnostic,0.970894071,Student,0.970894071,0.970894071,0,0.970894071,0
2818,25-34,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.275633262,Skilled manual worker,1.275633262,1.275633262,0,1.275633262,0
2819,25-34,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.937198745,Supervisory or clerical/ junior managerial/ professional/ administrator,0.937198745,0,0,0.937198745,0
2820,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.752802789,Supervisory or clerical/ junior managerial/ professional/ administrator,0.752802789,0.752802789,0,0.752802789,0
2821,65+,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.468451382,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2822,65+,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.10284346,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2823,55-64,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.878375932,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2824,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.952103799,Semi or unskilled manual worker,0,0,0,0,0
2825,65+,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.985699843,Higher managerial/professional/administrative,0,0,0,0,0
2826,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,2.273428378,Skilled manual worker,0,0,0,0,0
2827,55-64,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.10956858,Skilled manual worker,0,0,0,0,0
2828,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.378100076,Retired and living on state pension only,1.378100076,0,0,0,0
2829,18-24,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.695117668,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.695117668,0,0,0
2830,65+,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.17941322,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2831,45-54,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.088091284,Semi or unskilled manual worker,1.088091284,0,0,1.088091284,0
2832,55-64,North East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.191488104,Semi or unskilled manual worker,0,0,0,0,0
2833,45-54,East of England,"Mixed or multiple ethnic groups - White and Black Caribbean, White and Black African, White and Asian, Any other Mixed or multiple ethnic background",Nothing in particular,1.075440731,Supervisory or clerical/ junior managerial/ professional/ administrator,1.075440731,0,0,0,0
2834,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,1.351642546,0,0,0,0
2835,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.14730142,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.14730142,0,1.14730142,0
2836,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.591708161,Semi or unskilled manual worker,0,0,0,0,0
2837,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.572539672,Higher managerial/professional/administrative,0.572539672,0,0,0,0
2838,65+,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.695455199,Semi or unskilled manual worker,1.695455199,0,0,0,0
2839,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",,1.014161626,Retired and living on state pension only,0,0,0,0,0
2840,45-54,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.835415051,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.835415051,0
2841,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.229534402,Skilled manual worker,0,1.229534402,1.229534402,0,0
2842,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.229534402,Skilled manual worker,0,0,0,1.229534402,0
2843,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.824330961,Retired and living on state pension only,0,0,0,0,0
2844,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.929731802,Skilled manual worker,0,0,0,0,0
2845,65+,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.14730142,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2846,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.952103799,Semi or unskilled manual worker,0.952103799,0,0,0.952103799,0
2847,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.860324425,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2848,18-24,North East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.100187785,Semi or unskilled manual worker,1.100187785,1.100187785,1.100187785,1.100187785,1.100187785
2849,25-34,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.611717201,Intermediate managerial/ professional/ administrative,0,0,0,0.611717201,0
2850,35-44,East Midlands,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Hindu,1.950067618,Semi or unskilled manual worker,0,0,0,0,0
2851,45-54,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",,0.723781778,Supervisory or clerical/ junior managerial/ professional/ administrator,0.723781778,0.723781778,0,0.723781778,0
2852,35-44,North West,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Muslim,2.8975515,Skilled manual worker,2.8975515,0,0,0,0
2853,18-24,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.811068501,Supervisory or clerical/ junior managerial/ professional/ administrator,0.811068501,0.811068501,0.811068501,0,0.811068501
2854,25-34,North East,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Christian/Protestant/Methodist/Lutheran/Baptist,1.576768701,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.576768701,1.576768701,1.576768701,0
2855,25-34,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.313668518,Skilled manual worker,0,0,0,0,0
2856,18-24,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.84507985,Unemployed (for over 6 months) or not working due to long term sickness,0.84507985,0,0,0,0
2857,45-54,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.784294952,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2858,45-54,South East,"Mixed or multiple ethnic groups - White and Black Caribbean, White and Black African, White and Asian, Any other Mixed or multiple ethnic background",Christian/Protestant/Methodist/Lutheran/Baptist,1.636647779,Semi or unskilled manual worker,0,0,0,1.636647779,0
2859,25-34,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.300222299,Semi or unskilled manual worker,0,0,0,0,0
2860,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.378100076,Retired and living on state pension only,1.378100076,0,0,0,0
2861,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.594176813,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2862,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.594176813,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2863,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.999390284,Skilled manual worker,0,0,0,0,0
2864,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.999390284,Skilled manual worker,0.999390284,0,0,0,0
2865,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.824330961,Semi or unskilled manual worker,0,0,0,0,0
2866,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.670760764,Skilled manual worker,1.670760764,0,0,0,0
2867,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.670760764,Skilled manual worker,1.670760764,0,0,0,0
2868,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.824330961,Semi or unskilled manual worker,0,0.824330961,0.824330961,0.824330961,0
2869,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.999390284,Skilled manual worker,0,0.999390284,0,0.999390284,0
2870,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.999390284,Skilled manual worker,0.999390284,0,0,0,0
2871,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.670760764,Skilled manual worker,0,0,0,0,0
2872,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.378100076,Semi or unskilled manual worker,0,1.378100076,1.378100076,1.378100076,1.378100076
2873,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.999390284,Skilled manual worker,0.999390284,0,0,0,0
2874,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Other,1.670760764,Skilled manual worker,0,1.670760764,0,1.670760764,0
2875,18-24,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.429711653,Intermediate managerial/ professional/ administrative,0.429711653,0.429711653,0.429711653,0.429711653,0
2876,45-54,Scotland,"Mixed or multiple ethnic groups - White and Black Caribbean, White and Black African, White and Asian, Any other Mixed or multiple ethnic background",Nothing in particular,0.931116011,Supervisory or clerical/ junior managerial/ professional/ administrator,0.931116011,0.931116011,0,0.931116011,0
2877,25-34,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.482819913,Intermediate managerial/ professional/ administrative,0,0.482819913,0,0.482819913,0
2878,25-34,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.616454249,Supervisory or clerical/ junior managerial/ professional/ administrator,0.616454249,0,0,0.616454249,0
2879,45-54,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.942068853,Unemployed (for over 6 months) or not working due to long term sickness,0.942068853,0,0,0,0
2880,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.670760764,Skilled manual worker,0,0,0,0,0
2881,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.824330961,Unemployed (for over 6 months) or not working due to long term sickness,0,0,0,0,0
2882,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.777999232,Intermediate managerial/ professional/ administrative,0.777999232,0.777999232,0,0.777999232,0
2883,55-64,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.999390284,Skilled manual worker,0.999390284,0.999390284,0,0.999390284,0
2884,45-54,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.679042151,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2885,35-44,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Other,0.948342082,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.948342082,0,0.948342082,0
2886,18-24,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Jewish,0.548646746,Student,0.548646746,0.548646746,0,0.548646746,0
2887,25-34,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.616454249,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.616454249,0.616454249,0.616454249,0.616454249
2888,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.993332957,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2889,35-44,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.966905266,Semi or unskilled manual worker,0,0,0,0,0
2890,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.378100076,Retired and living on state pension only,0,0,0,0,0
2891,25-34,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.911586056,Semi or unskilled manual worker,0,0,0,0,0
2892,45-54,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.217382538,Skilled manual worker,0,0,0,0,0
2893,55-64,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.878643141,Semi or unskilled manual worker,0,0.878643141,0,0,0
2894,45-54,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.566881088,Intermediate managerial/ professional/ administrative,0.566881088,0,0,0,0
2895,55-64,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.63332497,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2896,65+,West Midlands,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Nothing in particular,3.707580987,Retired and living on state pension only,0,0,0,0,0
2897,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,2.273428378,Skilled manual worker,2.273428378,0,0,0,0
2898,65+,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.351642546,Supervisory or clerical/ junior managerial/ professional/ administrator,1.351642546,0,0,0,0
2899,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.993332957,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
2900,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.229534402,Skilled manual worker,0,0,0,0,0
2901,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.670760764,Skilled manual worker,1.670760764,0,0,0,0
2902,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.014161626,Retired and living on state pension only,0,0,0,0,0
2903,65+,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.983743032,Skilled manual worker,1.983743032,0,0,0,0
2904,55-64,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.014161626,Semi or unskilled manual worker,1.014161626,0,0,0,0
2905,55-64,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.878643141,Semi or unskilled manual worker,0,0,0,0,0
2906,65+,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,2.116799806,Skilled manual worker,0,0,0,0,0
2907,65+,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.636258453,Retired and living on state pension only,1.636258453,0,0,0,0
2908,65+,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.746008187,Retired and living on state pension only,0,0,0,0,0
2909,55-64,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.978752216,Semi or unskilled manual worker,0.978752216,0,0,0,0
2910,18-24,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Hindu,1.065847123,Skilled manual worker,1.065847123,1.065847123,0,1.065847123,1.065847123
2911,18-24,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.255680759,Skilled manual worker,1.255680759,0,1.255680759,1.255680759,0
2912,18-24,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.364196585,NOT COLLECTED,1.364196585,0,0,0,0
2913,25-34,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Buddhist,1.015448514,Semi or unskilled manual worker,1.015448514,0,1.015448514,0,1.015448514
2914,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.378100076,Retired and living on state pension only,0,0,0,0,0
2915,65+,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,2.116799806,Skilled manual worker,2.116799806,2.116799806,0,0,0
2916,25-34,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.758414123,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.758414123,0.758414123,0.758414123,0
2917,18-24,North East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",,0.621105293,Higher managerial/professional/administrative,0,0.621105293,0.621105293,0.621105293,0
2918,18-24,West Midlands,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Christian/Protestant/Methodist/Lutheran/Baptist,2.482687859,Skilled manual worker,0,0,0,2.482687859,0
2919,65+,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.993332957,Supervisory or clerical/ junior managerial/ professional/ administrator,0.993332957,0.993332957,0,0,0
